institution,institution_cn,2011_2015_papers,2016_2020_papers,country,2011_2015_rank,2016_2020_rank,rank_change,share_growth,rank_change_abs
Fudan University,复旦大学,183,528,CHINA MAINLAND,10,12,2,0.002140811,2
South China University of Technology,0,40,119,CHINA MAINLAND,54,52,-2,0.000575173,2
Beijing Normal University,北京师范大学,91,236,CHINA MAINLAND,22,24,2,0.000271301,2
Donghua University,0,18,49,CHINA MAINLAND,117,119,2,0.000122922,2
Fujian Agriculture & Forestry University,0,18,48,CHINA MAINLAND,118,120,2,9.30523E-05,2
Central China Normal University,华中师范大学,301,642,CHINA MAINLAND,9,11,2,-0.003242987,2
Shanghai Jiao Tong University,上海交通大学,488,1054,CHINA MAINLAND,8,6,-2,-0.004864964,2
"University of Science & Technology of China, CAS",中国科学技术大学,900,1099,CHINA MAINLAND,3,5,2,-0.034207565,2
"Institute of High Energy Physics, CAS",中国科学院高能物理研究所,1022,1382,CHINA MAINLAND,1,3,2,-0.034841351,2
"Institute of Geology & Geophysics, CAS",0,22,68,CHINA MAINLAND,91,92,1,0.000392512,1
Hainan Normal University,0,3,11,CHINA MAINLAND,362,363,1,0.000105117,1
Henan Normal University,0,3,11,CHINA MAINLAND,363,364,1,0.000105117,1
Southwestern University of Finance & Economics - China,0,3,11,CHINA MAINLAND,364,365,1,0.000105117,1
Renmin University of China,0,12,33,CHINA MAINLAND,169,170,1,9.19044E-05,1
China Institute of Atomic Energy,中国原子能科学研究院,134,332,CHINA MAINLAND,15,16,1,-6.39704E-05,1
Sun Yat Sen University,中山大学,596,989,CHINA MAINLAND,6,7,1,-0.014850573,1
"Xishuangbanna Tropical Botanical Garden, CAS",0,13,39,CHINA MAINLAND,153,153,0,0.000196639,0
China Earthquake Administration,0,4,13,CHINA MAINLAND,326,326,0,9.03737E-05,0
"National Space Science Center, CAS",0,6,17,CHINA MAINLAND,263,263,0,6.08869E-05,0
Peking University,北京大学,908,1535,CHINA MAINLAND,2,2,0,-0.021780335,0
